id,language,domain,question,gold_answer,gold_passage_text,source_citation,draft_model,lint_flags,decision,corrected_question,corrected_answer,annotator_notes
ar-wiki-1343-1-q2,ar,wikipedia_general,ما هي أكبر مدينة جامعية في ألمانيا حسب عدد المرافق البحثية المذكورة في النص؟,Berlin، لأنها تحتوي على حوالي 70 مرافقة بحثية.,"برلين تضم أربع جامعات، وأربع مدارس فنون وعشرة كليات تقنية وما يقارب 200,000 طالب من جميع أنحاء العالم وحوالي 70 مرافق بحثية مما جعلها أكبر مدينة جامعية في ألمانيا.","https://ar.wikipedia.org/?curid=1343 (Wikipedia, CC BY-SA, article id 1343)",qwen3.5:2b,REPEATED_CHAR in gold_passage_text; ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1343-1-q3,ar,wikipedia_general,ما هو العدد الكلي للمرافق البحثية في Berlin؟,حوالي 70 مرافقة بحثية.,"برلين تضم أربع جامعات، وأربع مدارس فنون وعشرة كليات تقنية وما يقارب 200,000 طالب من جميع أنحاء العالم وحوالي 70 مرافق بحثية مما جعلها أكبر مدينة جامعية في ألمانيا.","https://ar.wikipedia.org/?curid=1343 (Wikipedia, CC BY-SA, article id 1343)",qwen3.5:2b,REPEATED_CHAR in gold_passage_text; ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1343-1-q4,ar,wikipedia_general,ما هي المدينة التي تضم أربع جامعات ومدارس فنون وحوالي 10 كليات تقنية؟,Berlin، حيث تضم حوالي 4 جامعات، 4 مدارس فنون، وحوالي 10 كليات تقنية.,"برلين تضم أربع جامعات، وأربع مدارس فنون وعشرة كليات تقنية وما يقارب 200,000 طالب من جميع أنحاء العالم وحوالي 70 مرافق بحثية مما جعلها أكبر مدينة جامعية في ألمانيا.","https://ar.wikipedia.org/?curid=1343 (Wikipedia, CC BY-SA, article id 1343)",qwen3.5:2b,REPEATED_CHAR in gold_passage_text; ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1343-1-q5,ar,wikipedia_general,ما هو العدد تقريباً من الطلاب في Berlin؟,"حوالي 200,000 طالب.","برلين تضم أربع جامعات، وأربع مدارس فنون وعشرة كليات تقنية وما يقارب 200,000 طالب من جميع أنحاء العالم وحوالي 70 مرافق بحثية مما جعلها أكبر مدينة جامعية في ألمانيا.","https://ar.wikipedia.org/?curid=1343 (Wikipedia, CC BY-SA, article id 1343)",qwen3.5:2b,REPEATED_CHAR in gold_answer; REPEATED_CHAR in gold_passage_text; ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1343-1-q6,ar,wikipedia_general,ما هو العدد من المرافق البحثية في Berlin؟,حوالي 70 مرافقة بحثية.,"برلين تضم أربع جامعات، وأربع مدارس فنون وعشرة كليات تقنية وما يقارب 200,000 طالب من جميع أنحاء العالم وحوالي 70 مرافق بحثية مما جعلها أكبر مدينة جامعية في ألمانيا.","https://ar.wikipedia.org/?curid=1343 (Wikipedia, CC BY-SA, article id 1343)",qwen3.5:2b,REPEATED_CHAR in gold_passage_text; ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1343-1-q7,ar,wikipedia_general,ما هي المدينة التي تتكون من حوالي 4 جامعات، 4 مدارس فنون، و10 كليات تقنية؟,Berlin.,"برلين تضم أربع جامعات، وأربع مدارس فنون وعشرة كليات تقنية وما يقارب 200,000 طالب من جميع أنحاء العالم وحوالي 70 مرافق بحثية مما جعلها أكبر مدينة جامعية في ألمانيا.","https://ar.wikipedia.org/?curid=1343 (Wikipedia, CC BY-SA, article id 1343)",qwen3.5:2b,REPEATED_CHAR in gold_passage_text; ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1343-2-q0,ar,wikipedia_general,متكون من كم مستوطنين تاريخيين تم اندماجهم في مدينة برلين؟,تمتو من مستوطنتين، هما (Cölln) وبرلين.,"التاريخ
تشكلت برلين من اندماج مستوطنتين هما (Cölln)، التي تقع حالياً في جزيرة المتاحف (Museums Island)، وبرلين التي تقع على الضفة الشمالية لنهر شبريه (Spree)، واللتان يعود تشكلهما إلى القرن الثالث عشر الميلادي. وقد تمت الإشارة لأول مرة إلى مستوطنة (Cölln) في الثامن والعشرين من أكتوبر عام 1278م، وفي عام 1307م تم توحيد المستوطنتين، أي (Cölln) وبرلين، لِينتج عنها مدينة واحدة.","https://ar.wikipedia.org/?curid=1343 (Wikipedia, CC BY-SA, article id 1343)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1343-2-q1,ar,wikipedia_general,في أي تاريخ تم توحيد مستوطنة (Cölln) وبرلين لتكون مدينة واحدة؟,في عام 1307م.,"التاريخ
تشكلت برلين من اندماج مستوطنتين هما (Cölln)، التي تقع حالياً في جزيرة المتاحف (Museums Island)، وبرلين التي تقع على الضفة الشمالية لنهر شبريه (Spree)، واللتان يعود تشكلهما إلى القرن الثالث عشر الميلادي. وقد تمت الإشارة لأول مرة إلى مستوطنة (Cölln) في الثامن والعشرين من أكتوبر عام 1278م، وفي عام 1307م تم توحيد المستوطنتين، أي (Cölln) وبرلين، لِينتج عنها مدينة واحدة.","https://ar.wikipedia.org/?curid=1343 (Wikipedia, CC BY-SA, article id 1343)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1346-0-q0,ar,wikipedia_general,من هو الشخص الذي أنشأ لغة إسبرانتو وأين وشعوره؟,أنشأها لودفيك زامنهوف عام 1887 لتكون 'اللغة الدولية'.,"إسبرانتو (/ˌɛspəˈrɑːntoʊ/، /-æntoʊ/) هي لغة مصطنعة دولية مساعدة الأكثر انتشارًا في العالم. أنشأها لودفيك زامنهوف عام 1887 لتكون ""اللغة الدولية""، وقد صُممت لتكون لغة ثانية عالمية للتواصل الدولي. وصف زامنهوف اللغة في كتابه ""اللغة الدولية للدكتور إسبرانتو"" الذي نُشر تحت اسم مستعار هو ""دكتور إسبرانتو"". وقد أعجب المتبنون الأوائل للغة بهذا الاسم وسرعان ما استخدموه للإشارة إلى اللغة نفسها. تعني الكلمة بالإسبرانتو ""الشخص الذي يأمل"".","https://ar.wikipedia.org/?curid=1346 (Wikipedia, CC BY-SA, article id 1346)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1346-0-q1,ar,wikipedia_general,ما معنى كلمة 'إسبرانتو' في اللغة الإنجليزية كما ورد في النص؟,تتعني 'الشخص الذي يأمل'.,"إسبرانتو (/ˌɛspəˈrɑːntoʊ/، /-æntoʊ/) هي لغة مصطنعة دولية مساعدة الأكثر انتشارًا في العالم. أنشأها لودفيك زامنهوف عام 1887 لتكون ""اللغة الدولية""، وقد صُممت لتكون لغة ثانية عالمية للتواصل الدولي. وصف زامنهوف اللغة في كتابه ""اللغة الدولية للدكتور إسبرانتو"" الذي نُشر تحت اسم مستعار هو ""دكتور إسبرانتو"". وقد أعجب المتبنون الأوائل للغة بهذا الاسم وسرعان ما استخدموه للإشارة إلى اللغة نفسها. تعني الكلمة بالإسبرانتو ""الشخص الذي يأمل"".","https://ar.wikipedia.org/?curid=1346 (Wikipedia, CC BY-SA, article id 1346)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1346-1-q0,ar,wikipedia_general,ما هي العلاقة بين معجم الإسبرانتو اللغوي وبين اللغات الهندوأوروبية في بناءه؟,يتم استخراج معظم مكونات معجم الإسبرانتو اللغوي (حوالي 80% من مفاردها) من اللغات الهندوأوروبية، وهو ما يشمل اللغات الرومانسية والجرمانية واليونانية والسلافية.,"تقع الإسبرانتو، من حيث بنائها اللغوي، في منتصف الطيف بين اللغات المصطنعة ""الطبيعية"" (التي تُحاكي اللغات الطبيعية القائمة) واللغات ""الأولية"" (التي لا تستند إلى لغات موجودة). يستمد معجم الإسبرانتو وتركيبها النحوي والدلالي في الغالب من اللغات الهندوأوروبية، إذ يُشتق حوالي 80% من مفرداتها من اللغات الرومانسية، لكنها تحتوي أيضًا على عناصر من اللغات الجرمانية واليونانية والسلافية.","https://ar.wikipedia.org/?curid=1346 (Wikipedia, CC BY-SA, article id 1346)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1346-1-q1,ar,wikipedia_general,أي لغة لم يتم استخراجها في معجم الإسبرانتو؟,لم يتم استخراج أي لغة من اللغات الجرمانية في النص، حيث تم ذكرها كعنصر يُحتفظ به معجم الإسبرانتو لكنه لم يُذكر كمصدر للاستفادة فيه.,"تقع الإسبرانتو، من حيث بنائها اللغوي، في منتصف الطيف بين اللغات المصطنعة ""الطبيعية"" (التي تُحاكي اللغات الطبيعية القائمة) واللغات ""الأولية"" (التي لا تستند إلى لغات موجودة). يستمد معجم الإسبرانتو وتركيبها النحوي والدلالي في الغالب من اللغات الهندوأوروبية، إذ يُشتق حوالي 80% من مفرداتها من اللغات الرومانسية، لكنها تحتوي أيضًا على عناصر من اللغات الجرمانية واليونانية والسلافية.","https://ar.wikipedia.org/?curid=1346 (Wikipedia, CC BY-SA, article id 1346)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1346-2-q1,ar,wikipedia_general,كيف يمكن استخدام عدد محدود من الكلمات في التعبير؟,عن طريق الجمع بحرية بين الجذور اللغوية واللواحق أو السوابق لتكوين كلمات جديدة,من أبرز سمات اللغة نظام الاشتقاق الواسع فيها، حيث يمكن الجمع بحرية بين الجذور اللغوية واللواحق أو السوابق لتكوين كلمات جديدة، مما يجعل من الممكن التعبير بفعالية باستخدام عدد محدود من المفردات.,"https://ar.wikipedia.org/?curid=1346 (Wikipedia, CC BY-SA, article id 1346)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1348-0-q0,ar,wikipedia_general,عبد الله أبو زيد موسى هو من مواليد عام 1936، وفي عام 1958 التحق بـ ____________، وعمل في الوظيفة الدبلوماسية ________________.,السلك الدبلوماسي، وزارة الخارجية المصرية,عمرو محمود أبو زيد موسى من مواليد 3 أكتوبر 1936 بالقاهرة، لعائلة سياسية تنتمي إلى محافظتي القليوبية والغربية، كان والده محمود أبو زيد موسى نائباً في مجلس الأمة عن حزب الوفد ولذا فقد سلك عمرو موسى السياسة وأصر على الالتحاق بكلية الحقوق منذ صغره، وبالفعل التحق بها وحصل على إجازة في الحقوق من جامعة القاهرة 1957 والتحق بالعمل بالسلك الدبلوماسي بوزارة الخارجية المصرية عام 1958.,"https://ar.wikipedia.org/?curid=1348 (Wikipedia, CC BY-SA, article id 1348)",qwen3.5:2b,REPEATED_CHAR in question; ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1348-0-q1,ar,wikipedia_general,كان لعمرو محمود أبو زيد موسى والدته، ________________.,ماضيًا، محافظة القليوبية,عمرو محمود أبو زيد موسى من مواليد 3 أكتوبر 1936 بالقاهرة، لعائلة سياسية تنتمي إلى محافظتي القليوبية والغربية، كان والده محمود أبو زيد موسى نائباً في مجلس الأمة عن حزب الوفد ولذا فقد سلك عمرو موسى السياسة وأصر على الالتحاق بكلية الحقوق منذ صغره، وبالفعل التحق بها وحصل على إجازة في الحقوق من جامعة القاهرة 1957 والتحق بالعمل بالسلك الدبلوماسي بوزارة الخارجية المصرية عام 1958.,"https://ar.wikipedia.org/?curid=1348 (Wikipedia, CC BY-SA, article id 1348)",qwen3.5:2b,REPEATED_CHAR in question; ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1348-1-q0,ar,wikipedia_general,من هو الشخص الذي كان مديراً لإدارة الهيئات الدولية بوزارة الخارجية المصرية عام 1977؟,مدير لإدارة الهيئات الدولية بوزارة الخارجية المصرية عام 1977.,عمل مديرا لإدارة الهيئات الدولية بوزارة الخارجية المصرية عام 1977 ومندوبا دائما لمصر لدى الأمم المتحدة عام 1990 ووزيراً للخارجية عام 1991 وأميناً عاماً للجامعة العربية عام 2001.,"https://ar.wikipedia.org/?curid=1348 (Wikipedia, CC BY-SA, article id 1348)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1348-2-q0,ar,wikipedia_general,Who did the text identify as the former Egyptian foreign minister?,A former Egyptian foreign minister who is also the former Secretary-General of the Arab League.,وهو سياسي ووزير الخارجية المصري السابق، وأمين جامعة الدول العربية العام. ولد في 1936.تخرج من كلية الحقوق، وعمل كوزير للخارجية في مصر من 1991 إلى 2001. تم انتخابه كأمين عام لجامعة الدول العربية في مايو 2001، وحتى 2011 وقد خلفه نبيل العربي.,"https://ar.wikipedia.org/?curid=1348 (Wikipedia, CC BY-SA, article id 1348)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1348-2-q1,ar,wikipedia_general,How long did the individual serve as the Secretary-General of the Arab League?,"From May 2001 until 2011, a period of ten years.",وهو سياسي ووزير الخارجية المصري السابق، وأمين جامعة الدول العربية العام. ولد في 1936.تخرج من كلية الحقوق، وعمل كوزير للخارجية في مصر من 1991 إلى 2001. تم انتخابه كأمين عام لجامعة الدول العربية في مايو 2001، وحتى 2011 وقد خلفه نبيل العربي.,"https://ar.wikipedia.org/?curid=1348 (Wikipedia, CC BY-SA, article id 1348)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1349-0-q1,ar,wikipedia_general,ما هي المساحة الإجمالية لدولة عمان؟,تغطي مساحة إجمالية تبلغ 309.500 كم².,عُمان (رسمياً: سَلْطَنَةُ عُمَان)، هي دولة خليجية تقع في غرب آسيا في الربع الجنوبي الشرقي من شبه الجزيرة العربية. تقع بين خطي عرض 16° 40' و 20' 26° شمالاً وبين خطي طول 50' 51°و 40' °59 شرقا. يحدها من الشمال الخليج العربي ومضيق هرمز ومن الشمال الغربي الإمارات ومن الغرب السعودية ومن الجنوب اليمن ومن الجنوب الشرقي بحر العرب. تغطي مساحة إجمالية تبلغ 309.500 كم² وهي بذلك تحتل المرتبة الثالثة من حيث المساحة في شبه الجزيرة العربية.,"https://ar.wikipedia.org/?curid=1349 (Wikipedia, CC BY-SA, article id 1349)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1349-1-q0,ar,wikipedia_general,في أي مناطق تقع سواحلها بالنسبة إلى البحر والأراضي الجغرافية المحيطة بها؟,تقع سواحلها على مسافة 3165 كلم من مضيق هرمز في الشمال، وتطل على ثلاثة بحار وهم بحر العرب، بحر عُمان، والخليج العربي، كما تشمل الحدود المشتركة مع الإمارات العربية السعودية واليمن.,تمتد سواحلها على مسافة 3165 كلم من مضيق هرمز في الشمال وحتى الحدود مع اليمن، وتطل بذلك على بحار ثلاثة هي: بحر العرب، بحر عُمان، والخليج العربي. يبلغ طول حدودها المشتركة مع دولة الإمارات العربية المتحدة (410 كم) ومع المملكة العربية السعودية (676 كم)، ومع الجمهورية اليمنية (288 كم).,"https://ar.wikipedia.org/?curid=1349 (Wikipedia, CC BY-SA, article id 1349)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1351-0-q0,ar,wikipedia_general,في أي تاريخ تم انضمام المغرب وتونس إلى جامعة الدول العربية؟,في 1 أكتوبر,"أكتوبر
* 1 أكتوبر - انضمام المغرب وتونس إلى جامعة الدول العربية.
* 2 أكتوبر - غينيا تعلن استقلالها عن فرنسا.
ديسمبر
* 1 ديسمبر - استقلال جمهورية إفريقيا الوسطى عن فرنسا.","https://ar.wikipedia.org/?curid=1351 (Wikipedia, CC BY-SA, article id 1351)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1351-0-q1,ar,wikipedia_general,في أي تاريخ أعلنت غينيا استقلالها عن فرنسا؟,في 2 أكتوبر,"أكتوبر
* 1 أكتوبر - انضمام المغرب وتونس إلى جامعة الدول العربية.
* 2 أكتوبر - غينيا تعلن استقلالها عن فرنسا.
ديسمبر
* 1 ديسمبر - استقلال جمهورية إفريقيا الوسطى عن فرنسا.","https://ar.wikipedia.org/?curid=1351 (Wikipedia, CC BY-SA, article id 1351)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1351-1-q0,ar,wikipedia_general,من هم الشخصيات التي ذكرها النص في تاريخ 1 فبراير و 20 فبراير من شهر فبراير؟,في 1 فبراير كان ريو هوريكاوا، وفي 20 فبراير كان جمال حمدان.,"فبراير
* 1 فبراير - ريو هوريكاوا، ممثل ياباني.
* 20 فبراير - جمال حمدان، ممثل وممثل صوت لبناني
* 26 فبراير - هيديهارو موري، ملحن ياباني.","https://ar.wikipedia.org/?curid=1351 (Wikipedia, CC BY-SA, article id 1351)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1351-1-q1,ar,wikipedia_general,أي شخصية ذكرها النص لم تكن من اليابان؟,جمال حمدان.,"فبراير
* 1 فبراير - ريو هوريكاوا، ممثل ياباني.
* 20 فبراير - جمال حمدان، ممثل وممثل صوت لبناني
* 26 فبراير - هيديهارو موري، ملحن ياباني.","https://ar.wikipedia.org/?curid=1351 (Wikipedia, CC BY-SA, article id 1351)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1353-0-q0,ar,wikipedia_general,ما هي المكانة التاريخية لمدينة دمشق؟,"تعتبر مدينة دمشق واحدة من أقدم مدن العالم، حيث يعود تاريخها إلى نحو 10,000 عام، وهي أول مدينة وعاصمة في العالم من حيث التأسيس.",دِمَشْق هي عاصمة الجمهورية العربية السورية، ومركز محافظة دمشق. وهي إحدى أقدم مدن العالم مع تاريخ غير منقطع منذ أحد عشر ألف عام تقريبًا، وأقدم مدينة - عاصمة في العالم. أصبحت عاصمة منطقة سوريا منذ عام 635.,"https://ar.wikipedia.org/?curid=1353 (Wikipedia, CC BY-SA, article id 1353)",qwen3.5:2b,REPEATED_CHAR in gold_answer; ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1353-0-q1,ar,wikipedia_general,في أي عام أصبحت دمشق عاصمة لجنوب سوريا؟,أصبحت دمشق عاصمة لجنوب سوريا في عام 635.,دِمَشْق هي عاصمة الجمهورية العربية السورية، ومركز محافظة دمشق. وهي إحدى أقدم مدن العالم مع تاريخ غير منقطع منذ أحد عشر ألف عام تقريبًا، وأقدم مدينة - عاصمة في العالم. أصبحت عاصمة منطقة سوريا منذ عام 635.,"https://ar.wikipedia.org/?curid=1353 (Wikipedia, CC BY-SA, article id 1353)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1353-1-q0,ar,wikipedia_general,من هو الكاتب الذي قدم نظريات لتسمية مدينة دمشق؟,لم يقم الكاتب بتسمية المدينة دمشق في النص المعطى.,هناك عدة نظريات في شرح معنى اسم دمشق، أوفرها انتشارًا كون اللفظة سامية قديمة بمعنى الأرض المسقية؛ يعود ذلك لموقع المدينة الجغرافي في سهل خصيب يرويه نهر بردى وفروعه العديدة، مشكلاً بذلك غوطة دمشق؛ وأيضًا يتميز موقع المدينة بوجود جبل قاسيون فيها. اقتصرت تسمية دمشق على المدينة القديمة حتى القرون الوسطى، حين أخذت المدينة بالتوسّع خارجها، حاليًا تتألف دمشق من خمسة عشر منطقة سكنية متصلة بمحيطها من الضواحي لتشكل ما يعرف باسم دمشق الكبرى.,"https://ar.wikipedia.org/?curid=1353 (Wikipedia, CC BY-SA, article id 1353)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1353-1-q1,ar,wikipedia_general,ما هي الميزة الجغرافية التي تتميز بها مدينة دمشق؟,تتميز المدينة بوجود جبل قاسيون ضمن موقعها.,هناك عدة نظريات في شرح معنى اسم دمشق، أوفرها انتشارًا كون اللفظة سامية قديمة بمعنى الأرض المسقية؛ يعود ذلك لموقع المدينة الجغرافي في سهل خصيب يرويه نهر بردى وفروعه العديدة، مشكلاً بذلك غوطة دمشق؛ وأيضًا يتميز موقع المدينة بوجود جبل قاسيون فيها. اقتصرت تسمية دمشق على المدينة القديمة حتى القرون الوسطى، حين أخذت المدينة بالتوسّع خارجها، حاليًا تتألف دمشق من خمسة عشر منطقة سكنية متصلة بمحيطها من الضواحي لتشكل ما يعرف باسم دمشق الكبرى.,"https://ar.wikipedia.org/?curid=1353 (Wikipedia, CC BY-SA, article id 1353)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1353-1-q2,ar,wikipedia_general,متى كانت تسمية دمشق مقتصدة على المدينة القديمة فقط؟,تتوقف التسمية على المدينة القديمة حتى القرن الوسطى.,هناك عدة نظريات في شرح معنى اسم دمشق، أوفرها انتشارًا كون اللفظة سامية قديمة بمعنى الأرض المسقية؛ يعود ذلك لموقع المدينة الجغرافي في سهل خصيب يرويه نهر بردى وفروعه العديدة، مشكلاً بذلك غوطة دمشق؛ وأيضًا يتميز موقع المدينة بوجود جبل قاسيون فيها. اقتصرت تسمية دمشق على المدينة القديمة حتى القرون الوسطى، حين أخذت المدينة بالتوسّع خارجها، حاليًا تتألف دمشق من خمسة عشر منطقة سكنية متصلة بمحيطها من الضواحي لتشكل ما يعرف باسم دمشق الكبرى.,"https://ar.wikipedia.org/?curid=1353 (Wikipedia, CC BY-SA, article id 1353)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1353-2-q0,ar,wikipedia_general,ما هو أحد ألقاب أخرى تُعرف بمدينة الياسمين في القصة؟,تشترها اسمًا مثل الشام,تُعرف أيضًا بأسماء عديدة منها الشام و مدينة الياسمين؛ وقد احتلت مكانة إقليمية بارزة على صعيد الفنون، والآداب، والسياسة؛ وحظيت باهتمام الأدباء والشعراء والرحالة ونظم في وصفها العديد من النصوص الشعريّة والأدبيّة، نذكر منهم ياقوت الحموي الذي كتب:,"https://ar.wikipedia.org/?curid=1353 (Wikipedia, CC BY-SA, article id 1353)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1357-0-q0,ar,wikipedia_general,من هو الفُرات وأنماط التدفق؟,الفُرات هو أحد أنهار جنوب غربي آسيا وأكبر نهر في الصفيحة العربية، وينبع من جبال طوروس في تركيا، ويتكون من نهرين: شرقاً هو مراد صو (ماء المراد) من بين بحيرة وان وجبل أرارات في أرمينيا، وغرباً هو قره صو (الماء الأسود) من شمال شرقي الأناضول.,الفُرات هو أحد الأنهار الكبيرة في جنوب غربي آسيا وأكبر نهر في الصفيحة العربية، وينبع النهر من جبال طوروس في تركيا ويتكون من نهرين في آسيا الصغرى هما مراد صو (أي ماء المراد) شرقاً، ومنبعه بين بحيرة وان وجبل أرارات في أرمينيا، وقره صو (أي الماء الأسود) غرباً ومنبعهُ في شمال شرقي الأناضول. والنهران يجريان في اتجاه الغرب ثم يجتمعان فتجري مياههما جنوبا مخترقة سلسلة جبال طوروس الجنوبية. ثم يجري النهر إلى الجنوب الشرقي وتنضم إليه فروع عديدة قبل مروره في الأراضي السورية ليجري في الأراضي العراقية ويلتقي بنهر دجلة في منطقة كرمة علي ليكوِّن شط العرب الذي يصبُّ في الخليج العربي.,"https://ar.wikipedia.org/?curid=1357 (Wikipedia, CC BY-SA, article id 1357)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1357-0-q1,ar,wikipedia_general,في أي اتجاه تجري الفُرات بعد وصوله إلى العراق؟,بعد وصوله إلى العراق، يجري الفُرات في اتجاه الجنوب الشرقي، ويلتقي بنهر دجلة.,الفُرات هو أحد الأنهار الكبيرة في جنوب غربي آسيا وأكبر نهر في الصفيحة العربية، وينبع النهر من جبال طوروس في تركيا ويتكون من نهرين في آسيا الصغرى هما مراد صو (أي ماء المراد) شرقاً، ومنبعه بين بحيرة وان وجبل أرارات في أرمينيا، وقره صو (أي الماء الأسود) غرباً ومنبعهُ في شمال شرقي الأناضول. والنهران يجريان في اتجاه الغرب ثم يجتمعان فتجري مياههما جنوبا مخترقة سلسلة جبال طوروس الجنوبية. ثم يجري النهر إلى الجنوب الشرقي وتنضم إليه فروع عديدة قبل مروره في الأراضي السورية ليجري في الأراضي العراقية ويلتقي بنهر دجلة في منطقة كرمة علي ليكوِّن شط العرب الذي يصبُّ في الخليج العربي.,"https://ar.wikipedia.org/?curid=1357 (Wikipedia, CC BY-SA, article id 1357)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1357-1-q1,ar,wikipedia_general,في أي سور القرآن الكريم وردت التسمية بناءً على النص?,"سورة الفرقان [الآية:53], سورة فاطر [الآية:12], وسورة المرسلات [الآية:27]","التسمية
الفرات في اللغة العربية تعني كل ماء عذب، ويقال ماء فرت، ومياه فرات،
والتسمية وردت في القرآن الكريم:
* سورة الفرقان [الآية:53].
* سورة فاطر [الآية:12].
* سورة المرسلات [الآية:27].","https://ar.wikipedia.org/?curid=1357 (Wikipedia, CC BY-SA, article id 1357)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
ar-wiki-1357-2-q0,ar,wikipedia_general,أي روافد تلحق نهر الفرات في الطريق من جرابلس إلى الرقة؟,تلحق روافد البليخ والخابور في الطريق بين جرابلس والرقة.,بمجرّد دخول نهر الفرات في الأراضي السورية فإنّه يمر من خلال جرابلس، ثمّ يمضي ليخترق محافظة الرقة، وفي الطريق ما بين جرابلس والرقة يتّحد معه كلٌّ من نهري البليخ والخابور. بعد أن يمرّ من الرقة يمر من خلال دير الزور، ويخرج من البوكمال.,"https://ar.wikipedia.org/?curid=1357 (Wikipedia, CC BY-SA, article id 1357)",qwen3.5:2b,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
